"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW016937","協安汽車玻璃有限公司","HIP ON AUTO GLASS COMPANY LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鳳儀街21, 23, 24, 25, 27號地下","G/F, No. 21, 23, 24, 25, 27, Fung Yi Street, To Kwa Wan","23623272","4","IC","2026-02-20","","22.3221913","114.1915365","私家車, 的士, 小巴, 巴士, 輕型貨車, 中型貨車, 重型貨車","Private Car, Taxi, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","汽車玻璃","Glazing","","","","","","","","","","","","","","","","","","",""
"VMW016946","榮華車行","WING WAH MOTORS","九龍","Kowloon","觀塘","KWUN TONG","崇仁街85A號永耀大樓地下","G/F, Wing Yiu Building, No. 85A, Shung Yan Street, ","21727429","4","IC","2026-06-26","","22.31583","114.2247","的士, 小巴","Taxi, Light Bus","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW016951","日本汽車玻璃公司","JAPAN AUTOMOTIVE GLASS COMPANY","新界","N.T.","元朗","YUEN LONG","建德街39號時景大廈地下","G/F, Chee King Building, No. 39, Kin Tak Street, ","24780333","4","IC","2026-05-12","","22.44091","114.03094","私家車, 輕型貨車","Private Car, Light Goods Vehicle","汽車玻璃","Glazing","","","","","","","","","","","","","","","","","","",""
"VMW016966","日本汽車玻璃有限公司","JAPAN AUTOMOBILE GLASS COMPANY LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣木廠街34號地下","G/F, No. 34, Mok Cheong Street, To Kwa Wan","27157217","4","IC","2026-05-12","","22.3228478","114.1897768","私家車, 的士, 小巴, 巴士, 輕型貨車, 中型貨車, 重型貨車, 掛接式拖車頭及拖車架","Private Car, Taxi, Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle, Articulated Tractor and Trailer","汽車玻璃","Glazing","09:00","18:00","08:30","19:00","08:30","19:00","08:30","19:00","08:30","19:00","08:30","19:00","08:30","19:00","09:00","18:00","09:00","18:00","Su 09:00-18:00,Mo 08:30-19:00, Tu 08:30-19:00, We 08:30-19:00, Th 08:30-19:00, Fr 08:30-19:00, Sa 08:30-19:00"
"VMW016979","日本汽車玻璃公司","JAPAN WINDSCREEN COMPANY","新界","N.T.","大埔","TAI PO","瑞安街3-11號美盛大廈地下1號舖","Shop 1, G/F, Mee Shing Building, No. 3-11, Sui On Street, ","26572789","4","IC","2026-05-12","","22.44925","114.16361","私家車, 輕型貨車","Private Car, Light Goods Vehicle","汽車玻璃","Glazing","","","","","","","","","","","","","","","","","","",""
"VMW016980","日本汽車玻璃公司","JAPAN WINDSCREEN CO.","九龍","Kowloon","油尖旺","YAU TSIM MONG","大角咀楓樹街2號地下M號舖","Shop M, G/F, No. 2, Maple Street, Tai Kok Tsui","24170708","4","IC","2026-02-10","","22.328143","114.1664441","私家車, 的士, 小巴, 巴士, 輕型貨車","Private Car, Taxi, Light Bus, Bus, Light Goods Vehicle","汽車玻璃","Glazing","","","","","","","","","","","","","","","","","","",""
"VMW016997","新天域汽車服務公司","SKY WIDE AUTO SERVICES COMPANY","九龍","Kowloon","深水埗","SHAM SHUI PO","海壇街149號地下","G/F, No. 149, Hai Tan Street, ","27763188","4","IC","2027-03-13","","22.3294071","114.1574134","私家車, 中型貨車","Private Car, Medium Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017015","駿業汽車公司","CHUN YIP MOTORCAR COMPANY","九龍","Kowloon","深水埗","SHAM SHUI PO","九江街143號地下","G/F, No. 143, Kiu Kiang Street, ","23602173","4","IC","2027-04-24","","22.3333284","114.1608496","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW017057","大日貿易公司","TAI YAT TRADING COMPANY","新界","N.T.","元朗","YUEN LONG","八鄉橫台山新村 DD 114, LOT 260-261","DD 114, LOT 260-261 Wang Toi Shan San Tsuen, Pat Heung","90416478","3","IC","2026-02-10","","22.4361094","114.0958962","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","18:00","10:00","18:00","10:00","18:00","10:00","18:00","10:00","18:00","10:00","17:00","R","R","R","R","Mo 10:00-18:00, Tu 10:00-18:00, We 10:00-18:00, Th 10:00-18:00, Fr 10:00-18:00, Sa 10:00-17:00"
"VMW017075","捷孚汽車服務有限公司","TRIUMPH MOTORS COMPANY LIMITED","新界","N.T.","元朗","YUEN LONG","錦繡大道1號B","No. 1B, Fairview Park Boulevard, ","27083122","3","IC","2027-04-01","","22.471044","114.054336","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017086","銳進汽車","YUI CHUN MOTORS","新界","N.T.","元朗","YUEN LONG","大棠山道11號","No. 11, Tai Tong Shan Road, ","67700923","3","IC","2026-04-24","","22.415052","114.025658","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017137","永信汽車零件公司","VINCENT MOTOR PARTS CO.","新界","N.T.","元朗","YUEN LONG","八鄉錦田路137A1號 DD 111, LOT 1576 & 1577SB & 1581SB","DD 111, LOT 1576 & 1577SB & 1581SB No. 137A1, Kam Tin Road, Pat Heung","21461750","3","IC","2026-02-10","","22.441362","114.088364","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 車輛回收, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Vehicle scrapping, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017140","麗駿汽車服務公司","K & F CAR SERVICES COMPANY","新界","N.T.","元朗","YUEN LONG","公庵路白沙村 DD 119, LOT 777","DD 119, LOT 777 Pak Sha Tsuen, Kung Um Road, ","24541167","3","IC","2027-01-07","","22.42305","114.01807","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017171","越發汽車維修服務","RICHMANN MOTOR SERVICES CO.","新界","N.T.","沙田","SHA TIN","火炭禾寮坑路18-28號聯邦工業大廈地下B室","Flat B, G/F, Leapont Industrial Building, No. 18-28, Wo Liu Hang Road, Fo Tan","26991615","3","IC","2027-11-04","","22.39768","114.19721","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017182","新志成車身工程","SUN CHI SING CAR BODY ENGINEERING","新界","N.T.","元朗","YUEN LONG","洪水橋田廈路 DD124, LOT 114","DD124, LOT 114 Tin Ha Road, Hung Shui Kiu","21499331","3","IC","2026-02-10","","22.44064","113.99183","小巴, 巴士","Light Bus, Bus","車身噴漆","Spray painting","","","","","","","","","","","","","","","","","","",""
"VMW017200","恒達汽車有限公司","HANG TAT MOTORS LIMITED","新界","N.T.","元朗","YUEN LONG","大生圍泰園路 DD 104, LOT 3719","DD 104, LOT 3719 Thai Yuen Road, Tai Sang Wai","95564556","2","IC","2026-05-12","","22.4711736","114.0472156","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","08:30","18:30","Mo 08:30-18:30, Tu 08:30-18:30, We 08:30-18:30, Th 08:30-18:30, Fr 08:30-18:30, Sa 08:30-18:30"
"VMW017211","威信汽車工程","WIN SON MOTOR COMPANY","新界","N.T.","元朗","YUEN LONG","八鄉白沙村 DD 119, LOT 1152A","DD 119, LOT 1152A Pak Sha Tsuen, Pat Heung","94308320","3","IC","2026-02-10","","22.41708","114.01848","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 車身修理, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Body works, Engine oil changing","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW017220","金田汽車公司","JIN TIAN MOTORS CO","新界","N.T.","元朗","YUEN LONG","八鄉白沙村 DD 119, LOT 1152A","DD 119, LOT 1152A Pak Sha Tsuen, Pat Heung","24702478","3","IC","2026-02-10","","22.41713","114.01843","私家車","Private Car","一般車輛維修 (機械和電器工作), 車身修理, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Body works, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017233","忠誠汽車工程公司","BRAINTRUST MOTORS SERVICE CO.","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣興民街40號地下","G/F, No. 40, Hing Man Street, Shau Kei Wan","25604361","4","IC,EVL","2026-09-08","","22.2813133","114.2237381","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017240","電腦洗車屋","CAR BEAUTICIAN (QUARRY BAY)","香港","Hong Kong","東區","EASTERN DISTRICT","鰂魚涌船塢里10-12號長華工業大廈地下A舖","Flat A, G/F, Cheung Wah Industried Building, No. 10-12, Shipyard Lane, Quarry Bay","27535882","3","IC","2028-04-25","","22.2854146","114.2142722","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","09:00","19:30","Su 09:00-19:30,Mo 09:00-19:30, Tu 09:00-19:30, We 09:00-19:30, Th 09:00-19:30, Fr 09:00-19:30, Sa 09:00-19:30"
"VMW017264","偉業汽車服務公司","WAI YIP MOTOR CAR SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣鴻運街14號地下","G/F, No. 14, Hung Wan Street, To Kwa Wan","27660191","4","IC","2026-02-10","","22.3212233","114.1926087","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017284","亞林電單車有限公司","AH LAM MOTORCYCLE CO., LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣土瓜灣道373號地下A舖","Flat A, G/F, No. 373, To Kwa Wan Road, To Kwa Wan","23850183","3","IC","2026-06-17","","22.3189071","114.1921634","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","10:00","20:00","R","R","R","R","Mo 10:00-20:00, Tu 10:00-20:00, We 10:00-20:00, Th 10:00-20:00, Fr 10:00-20:00, Sa 10:00-20:00"
"VMW017313","大合群車行有限公司","MUTUAL MOTOR COMPANY LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","紅磡獲嘉道30號地下","G/F, No. 30, Walker Road, Hung Hom","23342988","4","IC","2026-03-18","","22.3084463","114.184673","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","13:00","18:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","13:00","18:00","13:00","18:00","Su 13:00-18:00,Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW017328","車藝汽車(貿易)公司","AUTOART MOTOR (TRADING) COMPANY","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣美景街4號美景樓一期後座地下","G/F, Rear Block, Mei King Mansion Phase 1, No. 4, Mei King Street, To Kwa Wan","93100098","4","IC","2026-02-18","","22.3161166","114.1902396","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017339","浩駿車行有限公司","HEMAN MOTORS LIMITED","新界","N.T.","葵青","KWAI TSING","葵涌大連排道45-51號金星工業大廈地舖","G/F, Venus Industrial Building, No. 45-51, Tai Lin Pai Road, Kwai Chung","27736766","3","IC,EVL","2027-05-19","","22.363585","114.134529","的士","Taxi","","","","","","","","","","","","","","","","","","","","",""
"VMW017340","德駿汽車維修美容有限公司","AUTO TECH MOTOR LIMITED","新界","N.T.","葵青","KWAI TSING","葵涌大連排道144-150號 ‎金豐工業大廈地下C室","Flat C, G/F, Goldfield Industrial Building, No. 144-150, Tai Lin Pai Road, Kwai Chung","27872121","3","IC","2025-09-21","","22.3584957","114.1317591","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017357","秋名自動車","AKINA AUTO CENTRE","新界","N.T.","元朗","YUEN LONG","錦綉花園錦綉大道B6 A地段","No. B6 A, Fairview Park Boulevard, Fairview Park","24824440","3","IC","2028-05-25","","22.47254","114.05156","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW017362","俊強汽車工程有限公司","CHUN KEUNG MOTORS ENGINEERING CO. LIMITED","新界","N.T.","北區","NORTH DISTRICT","粉嶺沙頭角公路下禾坑村 DD 39, LOT 803 RP","DD 39, LOT 803 RP Ha Wo Hang Tsuen, Sha Tau Kok Road, Fanling","26740395","3","IC","2027-07-13","","22.52956","114.198227","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017382","永寶汽車公司","WING BO MOTOR CO.","新界","N.T.","大埔","TAI PO","汀角路下坑村43-47號(大埔東消防局對面)地下","G/F, No. 43-47, Ha Hang Village, Ting Kok Road ","","3","IC","2028-03-12","","22.46244","114.19036","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017399","廸斯汽車服務有限公司","DICS MOTOR VEHICLE SERVICE LIMITED","九龍","Kowloon","黃大仙","WONG TAI SIN","新蒲崗五芳街20-22號宏發工業大廈地下B1&C舖","Shop B1&C, G/F, Van Fat Factory Building, No. 20-22, San Po Kong","23104553","3","IC","2025-08-14","*","22.3377929","114.2004766","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW017433","集城汽車有限公司","CITY CENTRE MOTORS COMPANY LIMITED","新界","N.T.","元朗","YUEN LONG","新田青山公路洲頭 DD 96, LOT 624","DD 96, LOT 624 Off Castle Peak Road, Chau Tau, San Tin","27809722","3","IC","2026-03-18","","22.506284","114.089828","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017446","全記車行有限公司","CHUEN KEE MOTORS COMPANY LIMITED","九龍","Kowloon","觀塘","KWUN TONG","雲漢街89-113號建泰樓地下F舖","Shop F, G/F, Kin Tai House, No. 89-113, Wan Hon Street, ","37098463","4","IC","2025-02-25","*","22.3179252","114.2261674","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW017468","智明汽車服務","CHI MING MOTOR SERVICE","新界","N.T.","元朗","YUEN LONG","八鄉粉錦公路上輋水澗石 DD 111, LOT 861SB","DD 111, LOT 861SB Shui Kan Shek, Sheung Che, Fan Kam Road, Pat Heung","","3","IC","2026-02-10","","22.4525826","114.0954303","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW017537","亞青車行","HA CHING MOTORS CO.","新界","N.T.","北區","NORTH DISTRICT","粉嶺沙頭角公路龍躍頭 DD 83, LOT 1468","DD 83, LOT 1468 Lung Yeuk Tau, Sha Tau Kok Road, Fanling","26776551","3","IC","2026-12-25","","22.5041985","114.1502665","小巴","Light Bus","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
